id,channel_name,video_title,phone_brand,phone_model,score,video_link
1,mkbhd,"OnePlus Open is Awesome - What's Happening with Folding Phones?!
",OnePlus,Open,1,https://www.youtube.com/watch?v=jD9n01Mck0Q
2,mkbhd,"OnePlus Open is Awesome - What's Happening with Folding Phones?!
",Honor,Magic V2,1,https://www.youtube.com/watch?v=jD9n01Mck0Q
3,mkbhd,"OnePlus Open is Awesome - What's Happening with Folding Phones?!
",Samsung,Z Flip 5,0,https://www.youtube.com/watch?v=jD9n01Mck0Q
4,mkbhd,"OnePlus Open is Awesome - What's Happening with Folding Phones?!
",Motorola,Razr 40,0,https://www.youtube.com/watch?v=jD9n01Mck0Q
5,mkbhd,"OnePlus Open is Awesome - What's Happening with Folding Phones?!
",Apple,iPhone 14 Pro,0,https://www.youtube.com/watch?v=jD9n01Mck0Q
6,mkbhd,"OnePlus Open is Awesome - What's Happening with Folding Phones?!
",Samsung ,Z Fold 5,0,https://www.youtube.com/watch?v=jD9n01Mck0Q
7,mkbhd,"OnePlus Open is Awesome - What's Happening with Folding Phones?!
",Asus,ZenFones,0,https://www.youtube.com/watch?v=jD9n01Mck0Q
8,mkbhd,"Google Pixel 8/8 Pro Review: We'll Fix It In Post!
",Google,Pixel 8,1,https://www.youtube.com/watch?v=BS8x2TicxQ8
9,mkbhd,"Google Pixel 8/8 Pro Review: We'll Fix It In Post!
",Google,Pixel 8 Pro,0,https://www.youtube.com/watch?v=BS8x2TicxQ8
10,mkbhd,"Google Pixel 8/8 Pro Review: We'll Fix It In Post!
",Google,Pixel 6,0,https://www.youtube.com/watch?v=BS8x2TicxQ8
11,mkbhd,"iPhone 15 Review: Welcome to the Club!
",Apple,iPhone 15,1,https://www.youtube.com/watch?v=0X0Jm8QValY
12,mkbhd,"iPhone 15 Review: Welcome to the Club!
",Apple,iPhone se,0,https://www.youtube.com/watch?v=0X0Jm8QValY
13,mkbhd,"iPhone 15 Review: Welcome to the Club!
",Apple,iPhone 15 Pro,0,https://www.youtube.com/watch?v=0X0Jm8QValY
14,mkbhd,"iPhone 15 Review: Welcome to the Club!
",Apple,iPhone 14,0,https://www.youtube.com/watch?v=0X0Jm8QValY
15,mkbhd,"iPhone 15 Review: Welcome to the Club!
",Apple,iPhone 15 Plus,1,https://www.youtube.com/watch?v=0X0Jm8QValY
16,mkbhd,"iPhone 15 Review: Welcome to the Club!
",Motorola,Moto G,1,https://www.youtube.com/watch?v=0X0Jm8QValY
17,mkbhd,"iPhone 15 Review: Welcome to the Club!
",Apple,iPhone 14 Pro,-1,https://www.youtube.com/watch?v=0X0Jm8QValY
18,mkbhd,Why Don't More Smartphones Have This?,TCL,40 NXTPAPER,0,https://www.youtube.com/watch?v=Ng5sHevRX3w
19,tech spurt,"iPhone 15 Pro Max Review | Two Months Later...
",Apple,iPhone 15 Pro Max,1,https://www.youtube.com/watch?v=iOCAK_QUihE
20,tech spurt,"iPhone 15 Pro Max Review | Two Months Later...
",Samsung,S23 Ultra,0,https://www.youtube.com/watch?v=iOCAK_QUihE
21,tech spurt,"iPhone 15 Pro Max Review | Two Months Later...
",Apple,iPhone 14 Pro,0,https://www.youtube.com/watch?v=iOCAK_QUihE
22,tech spurt,Snapdragon 8 Gen 3 BEAST! | IQOO 12 Unboxing & Review,IQOO,12,1,https://www.youtube.com/watch?v=wIwsom79xkw
23,tech spurt,Snapdragon 8 Gen 3 BEAST! | IQOO 13 Unboxing & Review,Apple,iPhone 15 Pro Max,0,https://www.youtube.com/watch?v=wIwsom80xkw
24,tech spurt,Snapdragon 8 Gen 3 BEAST! | IQOO 14 Unboxing & Review,Samsung,S23 Ultra,0,https://www.youtube.com/watch?v=wIwsom81xkw
25,tech spurt,Snapdragon 8 Gen 3 BEAST! | IQOO 15 Unboxing & Review,OnePlus,12,0,https://www.youtube.com/watch?v=wIwsom82xkw
26,tech spurt,"Better than iPhone 15 Pro Max, Half the Price! | Xiaomi 13T
",Xiaomi,13T,1,https://www.youtube.com/watch?v=2ipBP8ThixI
27,tech spurt,"Better than iPhone 15 Pro Max, Half the Price! | Xiaomi 13T
",Xiaomi,13T Pro,0,https://www.youtube.com/watch?v=2ipBP8ThixI
28,tech spurt,"Better than iPhone 15 Pro Max, Half the Price! | Xiaomi 13T
",Xiaomi,13T,1,https://www.youtube.com/watch?v=2ipBP8ThixI
29,tech spurt,"Better than iPhone 15 Pro Max, Half the Price! | Xiaomi 13T
",Xiaomi,13T Pro,0,https://www.youtube.com/watch?v=2ipBP8ThixI
30,tech spurt,"Better than iPhone 15 Pro Max, Half the Price! | Xiaomi 13T
",Xiaomi,13T,1,https://www.youtube.com/watch?v=2ipBP8ThixI
31,tech spurt,"Better than iPhone 15 Pro Max, Half the Price! | Xiaomi 13T
",Xiaomi,13T Pro,0,https://www.youtube.com/watch?v=2ipBP8ThixI
32,tech spurt,"Motorola Moto G54 5G | Unboxing, Camera, Gaming & More!
",Motorola,Moto G54,0,https://www.youtube.com/watch?v=i34Sg-E_kHY
33,tech spurt,"Motorola Moto G54 6G | Unboxing, Camera, Gaming & More!
",Motorola,Moto G84,1,https://www.youtube.com/watch?v=i35Sg-E_kHY
34,tech spurt,"Motorola Moto G54 7G | Unboxing, Camera, Gaming & More!
",Motorola,Edge 40 Neo,1,https://www.youtube.com/watch?v=i36Sg-E_kHY
35,tech spurt,"Motorola Moto G54 8G | Unboxing, Camera, Gaming & More!
",Google,Pixel 8,0,https://www.youtube.com/watch?v=i37Sg-E_kHY
36,tech spurt,"Motorola Moto G54 9G | Unboxing, Camera, Gaming & More!
",Apple,iPhone 15,0,https://www.youtube.com/watch?v=i38Sg-E_kHY
37,Mrwhosetheboss,"iPhone 15 Pro Review - Better than you think.
",Samsung,S23 Ultra,1,https://www.youtube.com/watch?v=JwAfHEHQKto
38,Mrwhosetheboss,"iPhone 15 Pro Review - Better than you think.
",Apple,iPhone 11 Pro,0,https://www.youtube.com/watch?v=JwAfHEHQKto
39,Mrwhosetheboss,"iPhone 15 Pro Review - Better than you think.
",Apple,iPhone 15 Pro Max,1,https://www.youtube.com/watch?v=JwAfHEHQKto
40,Mrwhosetheboss,"iPhone 15 Pro Review - Better than you think.
",Apple,iPhone 14 Pro,-1,https://www.youtube.com/watch?v=JwAfHEHQKto
41,Mrwhosetheboss,OnePlus Open Review - Best Foldable Phone Ever.,OnePlus,Open,1,https://www.youtube.com/watch?v=nk0GiiwRS24
42,Mrwhosetheboss,OnePlus Open Review - Best Foldable Phone Ever.,Apple,iPhone 14 Pro Max,0,https://www.youtube.com/watch?v=nk0GiiwRS25
43,Mrwhosetheboss,OnePlus Open Review - Best Foldable Phone Ever.,Apple,iPhone 15 Pro Max,0,https://www.youtube.com/watch?v=nk0GiiwRS26
44,Mrwhosetheboss,"iPhone 15 / 15 Plus Review - Suspiciously Good!
",Apple,iPhone 15,1,https://www.youtube.com/watch?v=s1XVb4mdELc
45,Mrwhosetheboss,"iPhone 15 / 16 Plus Review - Suspiciously Good!
",Apple,iPhone 15 Plus,1,https://www.youtube.com/watch?v=s1XVb5mdELc
46,Mrwhosetheboss,"iPhone 15 / 17 Plus Review - Suspiciously Good!
",Apple,iPhone 14,0,https://www.youtube.com/watch?v=s1XVb6mdELc
47,Mrwhosetheboss,"iPhone 15 / 18 Plus Review - Suspiciously Good!
",Apple,iPhone 14 Pro Max,0,https://www.youtube.com/watch?v=s1XVb7mdELc
48,Mrwhosetheboss,"iPhone 15 / 19 Plus Review - Suspiciously Good!
",Samsung,S23,0,https://www.youtube.com/watch?v=s1XVb8mdELc
49,Mrwhosetheboss,"iPhone 15 / 20 Plus Review - Suspiciously Good!
",Apple,iPhone 14 Pro,0,https://www.youtube.com/watch?v=s1XVb9mdELc
50,Mrwhosetheboss,"iPhone 15 / 21 Plus Review - Suspiciously Good!
",Apple,iPhone 15 Pro,0,https://www.youtube.com/watch?v=s1XVb10mdELc
51,Unbox Therapy,Google Pixel 8 vs Pixel 8 Pro Hands On,Google,Pixel 8,1,https://www.youtube.com/watch?v=0YBdiJTA-nM
52,Unbox Therapy,Google Pixel 8 vs Pixel 9 Pro Hands On,Google,Pixel 8 Pro,0,https://www.youtube.com/watch?v=1YBdiJTA-nM
53,Unbox Therapy,Google Pixel 8 vs Pixel 10 Pro Hands On,Google,Pixel 7 Pro,0,https://www.youtube.com/watch?v=2YBdiJTA-nM
54,Unbox Therapy,iPhone 15 Pro Max Overheating Issues...,Apple,iPhone 15 Pro,-1,https://www.youtube.com/watch?v=5TdLgC1KyTI
55,Unbox Therapy,iPhone 16 Pro Max Overheating Issues...,Apple,iPhone 15 Pro Max,-1,https://www.youtube.com/watch?v=5TdLgC2KyTI
56,Unbox Therapy,iPhone 17 Pro Max Overheating Issues...,Apple,iPhone 14 Pro Max,0,https://www.youtube.com/watch?v=5TdLgC3KyTI
57,Unbox Therapy,iPhone 18 Pro Max Overheating Issues...,Apple,S23 Ultra,0,https://www.youtube.com/watch?v=5TdLgC4KyTI
58,Unbox Therapy,iPhone 19 Pro Max Overheating Issues...,Apple,iPhone 15 Plus,1,https://www.youtube.com/watch?v=5TdLgC5KyTI
59,Unbox Therapy,OnePlus Open Fold Unboxing (Emerald Dusk vs Voyager Black),OnePlus,Open,1,https://www.youtube.com/watch?v=27wLqstl47g
60,Unbox Therapy,OnePlus Open Fold Unboxing (Emerald Dusk vs Voyager Black),Apple,iPhone 14 Pro Max,-1,https://www.youtube.com/watch?v=27wLqstl48g
61,Unbox Therapy,iPhone 15 How NOT to Order,Apple,iPhone 15,0,https://www.youtube.com/watch?v=MFbovYPi4UM
62,Unbox Therapy,iPhone 16 How NOT to Order,Apple,iPhone 15 Pro,0,https://www.youtube.com/watch?v=MFbovYPi5UM
63,Unbox Therapy,iPhone 17 How NOT to Order,Apple,iPhone 15 Plus,1,https://www.youtube.com/watch?v=MFbovYPi6UM
64,Unbox Therapy,iPhone 18 How NOT to Order,Apple,iPhone 14 Pro,0,https://www.youtube.com/watch?v=MFbovYPi7UM
65,Unbox Therapy,iPhone 19 How NOT to Order,Apple,iPhone 14 Pro Max,0,https://www.youtube.com/watch?v=MFbovYPi8UM
66,Unbox Therapy,iPhone 20 How NOT to Order,OnePlus,10t,0,https://www.youtube.com/watch?v=MFbovYPi9UM
67,Linus Tech Tips,This is all YOUR fault.,LG,Wing,1,https://www.youtube.com/watch?v=kRWqMjKhVA0
68,Linus Tech Tips,This is all YOUR fault.,Samsung,Note 9,0,https://www.youtube.com/watch?v=kRWqMjKhVA1
69,ShortCircuit,OnePlus wants me back - OnePlus Open,OnePlus,Open,1,https://www.youtube.com/watch?v=1AoSXyVbCe4
70,ShortCircuit,OnePlus wants me back - OnePlus Open,Apple,iPhone 14 Pro Max,-1,https://www.youtube.com/watch?v=1AoSXyVbCe5
71,ShortCircuit,I got caught in the hype - Google Pixel 8 Pro,Google,Pixel 8 Pro,0,https://www.youtube.com/watch?v=cVzCxCk8klg&t=1s
72,ShortCircuit,I got caught in the hype - Google Pixel 9 Pro,Google,Pixel 8,1,https://www.youtube.com/watch?v=cVzCxCk8klg&t=2s
73,ShortCircuit,I got caught in the hype - Google Pixel 10 Pro,Google,Pixel 7 Pro,0,https://www.youtube.com/watch?v=cVzCxCk8klg&t=3s
74,ShortCircuit,I got caught in the hype - Google Pixel 11 Pro,Google,Pixel 7,-1,https://www.youtube.com/watch?v=cVzCxCk8klg&t=4s
75,ShortCircuit,I¡¯m a sucker for punishment - OPPO Find N3 Flip,Oppo,Find N3 Flip,1,https://www.youtube.com/watch?v=bFMud9G7eDc
